Sexo;Edad;Provincias;Periodo;Total
Hombres;58 años;Total Nacional;1 de enero de 1985;206.300
Hombres;58 años;Total Nacional;1 de enero de 1984;199.134
Hombres;58 años;Total Nacional;1 de enero de 1983;196.863
Hombres;58 años;Total Nacional;1 de enero de 1982;195.974
Hombres;58 años;Total Nacional;1 de enero de 1981;193.785
Hombres;58 años;Total Nacional;1 de enero de 1980;187.872
Hombres;59 años;Total Nacional;1 de enero de 2020;317.032
Hombres;59 años;Total Nacional;1 de enero de 2019;307.783
Hombres;59 años;Total Nacional;1 de enero de 2018;300.911
Hombres;59 años;Total Nacional;1 de enero de 2017;294.007
Hombres;59 años;Total Nacional;1 de enero de 2016;275.165
Hombres;59 años;Total Nacional;1 de enero de 2015;267.843
Hombres;59 años;Total Nacional;1 de enero de 2014;255.761
Hombres;59 años;Total Nacional;1 de enero de 2013;258.446
Hombres;59 años;Total Nacional;1 de enero de 2012;259.319
Hombres;59 años;Total Nacional;1 de enero de 2011;242.112
Hombres;59 años;Total Nacional;1 de enero de 2010;237.385
Hombres;59 años;Total Nacional;1 de enero de 2009;245.763
Hombres;59 años;Total Nacional;1 de enero de 2008;258.042
Hombres;59 años;Total Nacional;1 de enero de 2007;235.454
Hombres;59 años;Total Nacional;1 de enero de 2006;223.843
Hombres;59 años;Total Nacional;1 de enero de 2005;234.978
Hombres;59 años;Total Nacional;1 de enero de 2004;222.310
Hombres;59 años;Total Nacional;1 de enero de 2003;220.717
Hombres;59 años;Total Nacional;1 de enero de 2002;190.413
Hombres;59 años;Total Nacional;1 de enero de 2001;177.186
Hombres;59 años;Total Nacional;1 de enero de 2000;220.416
Hombres;59 años;Total Nacional;1 de enero de 1999;145.364
Hombres;59 años;Total Nacional;1 de enero de 1998;167.990
Hombres;59 años;Total Nacional;1 de enero de 1997;191.321
Hombres;59 años;Total Nacional;1 de enero de 1996;213.084
Hombres;59 años;Total Nacional;1 de enero de 1995;209.493
Hombres;59 años;Total Nacional;1 de enero de 1994;209.789
Hombres;59 años;Total Nacional;1 de enero de 1993;220.151
Hombres;59 años;Total Nacional;1 de enero de 1992;219.832
Hombres;59 años;Total Nacional;1 de enero de 1991;213.555
Hombres;59 años;Total Nacional;1 de enero de 1990;217.621
Hombres;59 años;Total Nacional;1 de enero de 1989;207.967
Hombres;59 años;Total Nacional;1 de enero de 1988;209.747
Hombres;59 años;Total Nacional;1 de enero de 1987;199.820
Hombres;59 años;Total Nacional;1 de enero de 1986;204.141
Hombres;59 años;Total Nacional;1 de enero de 1985;196.853
Hombres;59 años;Total Nacional;1 de enero de 1984;194.745
Hombres;59 años;Total Nacional;1 de enero de 1983;193.898
Hombres;59 años;Total Nacional;1 de enero de 1982;191.507
Hombres;59 años;Total Nacional;1 de enero de 1981;185.739
Hombres;59 años;Total Nacional;1 de enero de 1980;172.197
Hombres;60 años;Total Nacional;1 de enero de 2020;306.570
Hombres;60 años;Total Nacional;1 de enero de 2019;298.997
Hombres;60 años;Total Nacional;1 de enero de 2018;291.801
Hombres;60 años;Total Nacional;1 de enero de 2017;273.018
Hombres;60 años;Total Nacional;1 de enero de 2016;265.555
Hombres;60 años;Total Nacional;1 de enero de 2015;253.532
Hombres;60 años;Total Nacional;1 de enero de 2014;255.724
Hombres;60 años;Total Nacional;1 de enero de 2013;257.050
Hombres;60 años;Total Nacional;1 de enero de 2012;240.734
Hombres;60 años;Total Nacional;1 de enero de 2011;235.911
Hombres;60 años;Total Nacional;1 de enero de 2010;244.366
Hombres;60 años;Total Nacional;1 de enero de 2009;257.033
Hombres;60 años;Total Nacional;1 de enero de 2008;235.365
Hombres;60 años;Total Nacional;1 de enero de 2007;223.732
Hombres;60 años;Total Nacional;1 de enero de 2006;234.631
Hombres;60 años;Total Nacional;1 de enero de 2005;222.454
Hombres;60 años;Total Nacional;1 de enero de 2004;220.444
Hombres;60 años;Total Nacional;1 de enero de 2003;190.278
Hombres;60 años;Total Nacional;1 de enero de 2002;176.481
Hombres;60 años;Total Nacional;1 de enero de 2001;218.795
Hombres;60 años;Total Nacional;1 de enero de 2000;144.250
Hombres;60 años;Total Nacional;1 de enero de 1999;166.814
Hombres;60 años;Total Nacional;1 de enero de 1998;189.988
Hombres;60 años;Total Nacional;1 de enero de 1997;211.175
Hombres;60 años;Total Nacional;1 de enero de 1996;207.806
Hombres;60 años;Total Nacional;1 de enero de 1995;208.215
Hombres;60 años;Total Nacional;1 de enero de 1994;218.224
Hombres;60 años;Total Nacional;1 de enero de 1993;217.848
Hombres;60 años;Total Nacional;1 de enero de 1992;211.408
Hombres;60 años;Total Nacional;1 de enero de 1991;214.903
Hombres;60 años;Total Nacional;1 de enero de 1990;205.447
Hombres;60 años;Total Nacional;1 de enero de 1989;207.098
Hombres;60 años;Total Nacional;1 de enero de 1988;197.452
Hombres;60 años;Total Nacional;1 de enero de 1987;201.817
Hombres;60 años;Total Nacional;1 de enero de 1986;194.375
Hombres;60 años;Total Nacional;1 de enero de 1985;192.455
Hombres;60 años;Total Nacional;1 de enero de 1984;191.501
Hombres;60 años;Total Nacional;1 de enero de 1983;189.290
Hombres;60 años;Total Nacional;1 de enero de 1982;183.474
Hombres;60 años;Total Nacional;1 de enero de 1981;169.477
Hombres;60 años;Total Nacional;1 de enero de 1980;144.626
Hombres;61 años;Total Nacional;1 de enero de 2020;297.500
Hombres;61 años;Total Nacional;1 de enero de 2019;290.026
Hombres;61 años;Total Nacional;1 de enero de 2018;270.776
Hombres;61 años;Total Nacional;1 de enero de 2017;263.426
Hombres;61 años;Total Nacional;1 de enero de 2016;251.306
Hombres;61 años;Total Nacional;1 de enero de 2015;253.431
Hombres;61 años;Total Nacional;1 de enero de 2014;254.444
Hombres;61 años;Total Nacional;1 de enero de 2013;238.454
Hombres;61 años;Total Nacional;1 de enero de 2012;234.401
Hombres;61 años;Total Nacional;1 de enero de 2011;242.842
Hombres;61 años;Total Nacional;1 de enero de 2010;255.537
Hombres;61 años;Total Nacional;1 de enero de 2009;234.239
Hombres;61 años;Total Nacional;1 de enero de 2008;223.350
Hombres;61 años;Total Nacional;1 de enero de 2007;234.066
Hombres;61 años;Total Nacional;1 de enero de 2006;222.174
Hombres;61 años;Total Nacional;1 de enero de 2005;220.223
Hombres;61 años;Total Nacional;1 de enero de 2004;190.046
Hombres;61 años;Total Nacional;1 de enero de 2003;176.250
Hombres;61 años;Total Nacional;1 de enero de 2002;217.540
Hombres;61 años;Total Nacional;1 de enero de 2001;143.084
Hombres;61 años;Total Nacional;1 de enero de 2000;165.443
Hombres;61 años;Total Nacional;1 de enero de 1999;188.521
Hombres;61 años;Total Nacional;1 de enero de 1998;209.293
Hombres;61 años;Total Nacional;1 de enero de 1997;206.021
Hombres;61 años;Total Nacional;1 de enero de 1996;206.389
Hombres;61 años;Total Nacional;1 de enero de 1995;216.244
Hombres;61 años;Total Nacional;1 de enero de 1994;215.770
Hombres;61 años;Total Nacional;1 de enero de 1993;209.164
Hombres;61 años;Total Nacional;1 de enero de 1992;212.475
Hombres;61 años;Total Nacional;1 de enero de 1991;202.917
Hombres;61 años;Total Nacional;1 de enero de 1990;204.405
Hombres;61 años;Total Nacional;1 de enero de 1989;194.913
Hombres;61 años;Total Nacional;1 de enero de 1988;199.289
Hombres;61 años;Total Nacional;1 de enero de 1987;191.709
Hombres;61 años;Total Nacional;1 de enero de 1986;189.989
Hombres;61 años;Total Nacional;1 de enero de 1985;188.948
Hombres;61 años;Total Nacional;1 de enero de 1984;186.826
Hombres;61 años;Total Nacional;1 de enero de 1983;181.008
Hombres;61 años;Total Nacional;1 de enero de 1982;166.914
Hombres;61 años;Total Nacional;1 de enero de 1981;142.739
Hombres;61 años;Total Nacional;1 de enero de 1980;142.500
Hombres;62 años;Total Nacional;1 de enero de 2020;288.294
Hombres;62 años;Total Nacional;1 de enero de 2019;268.776
Hombres;62 años;Total Nacional;1 de enero de 2018;261.190
Hombres;62 años;Total Nacional;1 de enero de 2017;249.192
Hombres;62 años;Total Nacional;1 de enero de 2016;250.938
Hombres;62 años;Total Nacional;1 de enero de 2015;252.105
Hombres;62 años;Total Nacional;1 de enero de 2014;235.883
Hombres;62 años;Total Nacional;1 de enero de 2013;232.098
Hombres;62 años;Total Nacional;1 de enero de 2012;241.257
Hombres;62 años;Total Nacional;1 de enero de 2011;253.801
Hombres;62 años;Total Nacional;1 de enero de 2010;232.596
Hombres;62 años;Total Nacional;1 de enero de 2009;222.176
Hombres;62 años;Total Nacional;1 de enero de 2008;233.162
Hombres;62 años;Total Nacional;1 de enero de 2007;221.738
Hombres;62 años;Total Nacional;1 de enero de 2006;219.561
Hombres;62 años;Total Nacional;1 de enero de 2005;189.848
Hombres;62 años;Total Nacional;1 de enero de 2004;175.858
Hombres;62 años;Total Nacional;1 de enero de 2003;216.796
Hombres;62 años;Total Nacional;1 de enero de 2002;142.295
Hombres;62 años;Total Nacional;1 de enero de 2001;164.060
Hombres;62 años;Total Nacional;1 de enero de 2000;186.920
Hombres;62 años;Total Nacional;1 de enero de 1999;207.064
Hombres;62 años;Total Nacional;1 de enero de 1998;204.097
Hombres;62 años;Total Nacional;1 de enero de 1997;204.464
Hombres;62 años;Total Nacional;1 de enero de 1996;214.072
Hombres;62 años;Total Nacional;1 de enero de 1995;213.458
Hombres;62 años;Total Nacional;1 de enero de 1994;206.773
Hombres;62 años;Total Nacional;1 de enero de 1993;209.881
Hombres;62 años;Total Nacional;1 de enero de 1992;200.382
Hombres;62 años;Total Nacional;1 de enero de 1991;201.412
Hombres;62 años;Total Nacional;1 de enero de 1990;192.246
Hombres;62 años;Total Nacional;1 de enero de 1989;196.651
Hombres;62 años;Total Nacional;1 de enero de 1988;189.075
Hombres;62 años;Total Nacional;1 de enero de 1987;187.435
Hombres;62 años;Total Nacional;1 de enero de 1986;186.176
Hombres;62 años;Total Nacional;1 de enero de 1985;184.126
Hombres;62 años;Total Nacional;1 de enero de 1984;178.304
Hombres;62 años;Total Nacional;1 de enero de 1983;164.229
Hombres;62 años;Total Nacional;1 de enero de 1982;140.637
Hombres;62 años;Total Nacional;1 de enero de 1981;140.138
Hombres;62 años;Total Nacional;1 de enero de 1980;135.112
Hombres;63 años;Total Nacional;1 de enero de 2020;267.067
Hombres;63 años;Total Nacional;1 de enero de 2019;259.158
Hombres;63 años;Total Nacional;1 de enero de 2018;246.902
Hombres;63 años;Total Nacional;1 de enero de 2017;248.674
Hombres;63 años;Total Nacional;1 de enero de 2016;249.649
Hombres;63 años;Total Nacional;1 de enero de 2015;233.456
Hombres;63 años;Total Nacional;1 de enero de 2014;229.546
Hombres;63 años;Total Nacional;1 de enero de 2013;238.693
Hombres;63 años;Total Nacional;1 de enero de 2012;251.852
Hombres;63 años;Total Nacional;1 de enero de 2011;230.802
Hombres;63 años;Total Nacional;1 de enero de 2010;220.433
Hombres;63 años;Total Nacional;1 de enero de 2009;231.597
Hombres;63 años;Total Nacional;1 de enero de 2008;220.936
Hombres;63 años;Total Nacional;1 de enero de 2007;218.738
Hombres;63 años;Total Nacional;1 de enero de 2006;189.279
Hombres;63 años;Total Nacional;1 de enero de 2005;175.409
Hombres;63 años;Total Nacional;1 de enero de 2004;215.797
Hombres;63 años;Total Nacional;1 de enero de 2003;141.925
Hombres;63 años;Total Nacional;1 de enero de 2002;162.985
Hombres;63 años;Total Nacional;1 de enero de 2001;185.163
Hombres;63 años;Total Nacional;1 de enero de 2000;204.730
Hombres;63 años;Total Nacional;1 de enero de 1999;202.030
Hombres;63 años;Total Nacional;1 de enero de 1998;202.350
Hombres;63 años;Total Nacional;1 de enero de 1997;211.702
Hombres;63 años;Total Nacional;1 de enero de 1996;210.923
Hombres;63 años;Total Nacional;1 de enero de 1995;204.294
Hombres;63 años;Total Nacional;1 de enero de 1994;207.185
Hombres;63 años;Total Nacional;1 de enero de 1993;197.679
Hombres;63 años;Total Nacional;1 de enero de 1992;198.605
Hombres;63 años;Total Nacional;1 de enero de 1991;189.373
Hombres;63 años;Total Nacional;1 de enero de 1990;193.843
Hombres;63 años;Total Nacional;1 de enero de 1989;186.200
Hombres;63 años;Total Nacional;1 de enero de 1988;184.653
Hombres;63 años;Total Nacional;1 de enero de 1987;183.241
Hombres;63 años;Total Nacional;1 de enero de 1986;181.163
Hombres;63 años;Total Nacional;1 de enero de 1985;175.474
Hombres;63 años;Total Nacional;1 de enero de 1984;161.379
Hombres;63 años;Total Nacional;1 de enero de 1983;138.459
Hombres;63 años;Total Nacional;1 de enero de 1982;137.644
Hombres;63 años;Total Nacional;1 de enero de 1981;132.623
Hombres;63 años;Total Nacional;1 de enero de 1980;132.790
Hombres;64 años;Total Nacional;1 de enero de 2020;257.276
Hombres;64 años;Total Nacional;1 de enero de 2019;244.829
Hombres;64 años;Total Nacional;1 de enero de 2018;246.165
Hombres;64 años;Total Nacional;1 de enero de 2017;247.057
Hombres;64 años;Total Nacional;1 de enero de 2016;231.142
Hombres;64 años;Total Nacional;1 de enero de 2015;227.096
Hombres;64 años;Total Nacional;1 de enero de 2014;235.828
Hombres;64 años;Total Nacional;1 de enero de 2013;249.266
Hombres;64 años;Total Nacional;1 de enero de 2012;228.902
Hombres;64 años;Total Nacional;1 de enero de 2011;218.580
Hombres;64 años;Total Nacional;1 de enero de 2010;229.593
Hombres;64 años;Total Nacional;1 de enero de 2009;219.441
Hombres;64 años;Total Nacional;1 de enero de 2008;217.455
Hombres;64 años;Total Nacional;1 de enero de 2007;188.487
Hombres;64 años;Total Nacional;1 de enero de 2006;174.707
Hombres;64 años;Total Nacional;1 de enero de 2005;214.686
Hombres;64 años;Total Nacional;1 de enero de 2004;141.423
Hombres;64 años;Total Nacional;1 de enero de 2003;162.246
Hombres;64 años;Total Nacional;1 de enero de 2002;183.526
Hombres;64 años;Total Nacional;1 de enero de 2001;202.174
Hombres;64 años;Total Nacional;1 de enero de 2000;199.623
Hombres;64 años;Total Nacional;1 de enero de 1999;200.054
Hombres;64 años;Total Nacional;1 de enero de 1998;209.153
Hombres;64 años;Total Nacional;1 de enero de 1997;208.315
Hombres;64 años;Total Nacional;1 de enero de 1996;201.644
Hombres;64 años;Total Nacional;1 de enero de 1995;204.310
Hombres;64 años;Total Nacional;1 de enero de 1994;194.747
Hombres;64 años;Total Nacional;1 de enero de 1993;195.540
Hombres;64 años;Total Nacional;1 de enero de 1992;186.276
Hombres;64 años;Total Nacional;1 de enero de 1991;190.802
Hombres;64 años;Total Nacional;1 de enero de 1990;183.121
Hombres;64 años;Total Nacional;1 de enero de 1989;181.694
Hombres;64 años;Total Nacional;1 de enero de 1988;180.202
Hombres;64 años;Total Nacional;1 de enero de 1987;177.970
Hombres;64 años;Total Nacional;1 de enero de 1986;172.437
Hombres;64 años;Total Nacional;1 de enero de 1985;158.339
Hombres;64 años;Total Nacional;1 de enero de 1984;135.933
Hombres;64 años;Total Nacional;1 de enero de 1983;135.195
Hombres;64 años;Total Nacional;1 de enero de 1982;130.180
Hombres;64 años;Total Nacional;1 de enero de 1981;130.471
Hombres;64 años;Total Nacional;1 de enero de 1980;134.500
Hombres;65 años;Total Nacional;1 de enero de 2020;242.875
Hombres;65 años;Total Nacional;1 de enero de 2019;243.948
Hombres;65 años;Total Nacional;1 de enero de 2018;244.559
Hombres;65 años;Total Nacional;1 de enero de 2017;228.868
Hombres;65 años;Total Nacional;1 de enero de 2016;224.717
Hombres;65 años;Total Nacional;1 de enero de 2015;233.191
Hombres;65 años;Total Nacional;1 de enero de 2014;246.251
Hombres;65 años;Total Nacional;1 de enero de 2013;226.623
Hombres;65 años;Total Nacional;1 de enero de 2012;216.753
Hombres;65 años;Total Nacional;1 de enero de 2011;227.588
Hombres;65 años;Total Nacional;1 de enero de 2010;217.663
Hombres;65 años;Total Nacional;1 de enero de 2009;215.856
Hombres;65 años;Total Nacional;1 de enero de 2008;187.559
Hombres;65 años;Total Nacional;1 de enero de 2007;173.716
Hombres;65 años;Total Nacional;1 de enero de 2006;213.369
Hombres;65 años;Total Nacional;1 de enero de 2005;140.899
Hombres;65 años;Total Nacional;1 de enero de 2004;161.503
Hombres;65 años;Total Nacional;1 de enero de 2003;182.345
Hombres;65 años;Total Nacional;1 de enero de 2002;199.948
Hombres;65 años;Total Nacional;1 de enero de 2001;197.169
Hombres;65 años;Total Nacional;1 de enero de 2000;197.612
Hombres;65 años;Total Nacional;1 de enero de 1999;206.266
Hombres;65 años;Total Nacional;1 de enero de 1998;205.501
Hombres;65 años;Total Nacional;1 de enero de 1997;198.767
Hombres;65 años;Total Nacional;1 de enero de 1996;200.963
Hombres;65 años;Total Nacional;1 de enero de 1995;191.761
Hombres;65 años;Total Nacional;1 de enero de 1994;192.315
Hombres;65 años;Total Nacional;1 de enero de 1993;183.066
Hombres;65 años;Total Nacional;1 de enero de 1992;187.303
Hombres;65 años;Total Nacional;1 de enero de 1991;179.764
Hombres;65 años;Total Nacional;1 de enero de 1990;178.466
Hombres;65 años;Total Nacional;1 de enero de 1989;176.864
Hombres;65 años;Total Nacional;1 de enero de 1988;174.702
Hombres;65 años;Total Nacional;1 de enero de 1987;169.314
Hombres;65 años;Total Nacional;1 de enero de 1986;154.950
Hombres;65 años;Total Nacional;1 de enero de 1985;133.310
Hombres;65 años;Total Nacional;1 de enero de 1984;132.531
Hombres;65 años;Total Nacional;1 de enero de 1983;127.683
Hombres;65 años;Total Nacional;1 de enero de 1982;127.753
Hombres;65 años;Total Nacional;1 de enero de 1981;131.827
Hombres;65 años;Total Nacional;1 de enero de 1980;133.107
Hombres;66 años;Total Nacional;1 de enero de 2020;241.978
Hombres;66 años;Total Nacional;1 de enero de 2019;242.267
Hombres;66 años;Total Nacional;1 de enero de 2018;226.396
Hombres;66 años;Total Nacional;1 de enero de 2017;222.192
Hombres;66 años;Total Nacional;1 de enero de 2016;230.482
Hombres;66 años;Total Nacional;1 de enero de 2015;243.265
Hombres;66 años;Total Nacional;1 de enero de 2014;223.717
Hombres;66 años;Total Nacional;1 de enero de 2013;214.246
Hombres;66 años;Total Nacional;1 de enero de 2012;225.368
Hombres;66 años;Total Nacional;1 de enero de 2011;215.542
Hombres;66 años;Total Nacional;1 de enero de 2010;213.568
Hombres;66 años;Total Nacional;1 de enero de 2009;185.860
Hombres;66 años;Total Nacional;1 de enero de 2008;172.389
Hombres;66 años;Total Nacional;1 de enero de 2007;211.671
Hombres;66 años;Total Nacional;1 de enero de 2006;139.987
Hombres;66 años;Total Nacional;1 de enero de 2005;160.454
Hombres;66 años;Total Nacional;1 de enero de 2004;180.930
Hombres;66 años;Total Nacional;1 de enero de 2003;198.133
Hombres;66 años;Total Nacional;1 de enero de 2002;195.097
Hombres;66 años;Total Nacional;1 de enero de 2001;194.851
Hombres;66 años;Total Nacional;1 de enero de 2000;203.094
Hombres;66 años;Total Nacional;1 de enero de 1999;202.462
Hombres;66 años;Total Nacional;1 de enero de 1998;195.664
Hombres;66 años;Total Nacional;1 de enero de 1997;197.611
Hombres;66 años;Total Nacional;1 de enero de 1996;188.549
Hombres;66 años;Total Nacional;1 de enero de 1995;188.933
Hombres;66 años;Total Nacional;1 de enero de 1994;179.728
Hombres;66 años;Total Nacional;1 de enero de 1993;183.862
Hombres;66 años;Total Nacional;1 de enero de 1992;176.128
Hombres;66 años;Total Nacional;1 de enero de 1991;175.041
Hombres;66 años;Total Nacional;1 de enero de 1990;173.308
Hombres;66 años;Total Nacional;1 de enero de 1989;171.185
Hombres;66 años;Total Nacional;1 de enero de 1988;165.904
Hombres;66 años;Total Nacional;1 de enero de 1987;151.570
Hombres;66 años;Total Nacional;1 de enero de 1986;130.580
Hombres;66 años;Total Nacional;1 de enero de 1985;129.641
Hombres;66 años;Total Nacional;1 de enero de 1984;124.956
Hombres;66 años;Total Nacional;1 de enero de 1983;124.906
Hombres;66 años;Total Nacional;1 de enero de 1982;128.773
Hombres;66 años;Total Nacional;1 de enero de 1981;130.310
Hombres;66 años;Total Nacional;1 de enero de 1980;129.745
Hombres;67 años;Total Nacional;1 de enero de 2020;239.877
Hombres;67 años;Total Nacional;1 de enero de 2019;223.867
Hombres;67 años;Total Nacional;1 de enero de 2018;219.361
Hombres;67 años;Total Nacional;1 de enero de 2017;227.531
Hombres;67 años;Total Nacional;1 de enero de 2016;239.908
Hombres;67 años;Total Nacional;1 de enero de 2015;220.707
Hombres;67 años;Total Nacional;1 de enero de 2014;211.251
Hombres;67 años;Total Nacional;1 de enero de 2013;222.325
Hombres;67 años;Total Nacional;1 de enero de 2012;213.145
Hombres;67 años;Total Nacional;1 de enero de 2011;210.957
Hombres;67 años;Total Nacional;1 de enero de 2010;183.666
Hombres;67 años;Total Nacional;1 de enero de 2009;170.495
Hombres;67 años;Total Nacional;1 de enero de 2008;209.435
Hombres;67 años;Total Nacional;1 de enero de 2007;138.813
Hombres;67 años;Total Nacional;1 de enero de 2006;159.018
Hombres;67 años;Total Nacional;1 de enero de 2005;179.090
Hombres;67 años;Total Nacional;1 de enero de 2004;195.828
Hombres;67 años;Total Nacional;1 de enero de 2003;192.832
Hombres;67 años;Total Nacional;1 de enero de 2002;192.277
Hombres;67 años;Total Nacional;1 de enero de 2001;199.901
Hombres;67 años;Total Nacional;1 de enero de 2000;198.966
Hombres;67 años;Total Nacional;1 de enero de 1999;192.336
Hombres;67 años;Total Nacional;1 de enero de 1998;193.977
Hombres;67 años;Total Nacional;1 de enero de 1997;185.084
Hombres;67 años;Total Nacional;1 de enero de 1996;185.347
Hombres;67 años;Total Nacional;1 de enero de 1995;176.102
Hombres;67 años;Total Nacional;1 de enero de 1994;179.889
Hombres;67 años;Total Nacional;1 de enero de 1993;172.370
Hombres;67 años;Total Nacional;1 de enero de 1992;171.215
Hombres;67 años;Total Nacional;1 de enero de 1991;169.694
Hombres;67 años;Total Nacional;1 de enero de 1990;167.446
Hombres;67 años;Total Nacional;1 de enero de 1989;162.289
Hombres;67 años;Total Nacional;1 de enero de 1988;148.042
Hombres;67 años;Total Nacional;1 de enero de 1987;127.642
Hombres;67 años;Total Nacional;1 de enero de 1986;126.551
Hombres;67 años;Total Nacional;1 de enero de 1985;122.100
Hombres;67 años;Total Nacional;1 de enero de 1984;121.882
Hombres;67 años;Total Nacional;1 de enero de 1983;125.573
Hombres;67 años;Total Nacional;1 de enero de 1982;126.910
Hombres;67 años;Total Nacional;1 de enero de 1981;126.763
Hombres;67 años;Total Nacional;1 de enero de 1980;128.136
Hombres;68 años;Total Nacional;1 de enero de 2020;221.420
Hombres;68 años;Total Nacional;1 de enero de 2019;216.746
Hombres;68 años;Total Nacional;1 de enero de 2018;224.324
Hombres;68 años;Total Nacional;1 de enero de 2017;236.421
Hombres;68 años;Total Nacional;1 de enero de 2016;217.330
Hombres;68 años;Total Nacional;1 de enero de 2015;208.067
Hombres;68 años;Total Nacional;1 de enero de 2014;218.890
Hombres;68 años;Total Nacional;1 de enero de 2013;210.156
Hombres;68 años;Total Nacional;1 de enero de 2012;208.333
Hombres;68 años;Total Nacional;1 de enero de 2011;181.179
Hombres;68 años;Total Nacional;1 de enero de 2010;168.159
Hombres;68 años;Total Nacional;1 de enero de 2009;206.560
Hombres;68 años;Total Nacional;1 de enero de 2008;137.098
Hombres;68 años;Total Nacional;1 de enero de 2007;157.301
Hombres;68 años;Total Nacional;1 de enero de 2006;176.859
Hombres;68 años;Total Nacional;1 de enero de 2005;193.289
Hombres;68 años;Total Nacional;1 de enero de 2004;190.150
Hombres;68 años;Total Nacional;1 de enero de 2003;189.664
Hombres;68 años;Total Nacional;1 de enero de 2002;196.805
Hombres;68 años;Total Nacional;1 de enero de 2001;195.401
Hombres;68 años;Total Nacional;1 de enero de 2000;188.589
Hombres;68 años;Total Nacional;1 de enero de 1999;190.156
Hombres;68 años;Total Nacional;1 de enero de 1998;181.472
Hombres;68 años;Total Nacional;1 de enero de 1997;181.503
Hombres;68 años;Total Nacional;1 de enero de 1996;172.325
Hombres;68 años;Total Nacional;1 de enero de 1995;175.993
Hombres;68 años;Total Nacional;1 de enero de 1994;168.295
Hombres;68 años;Total Nacional;1 de enero de 1993;167.163
Hombres;68 años;Total Nacional;1 de enero de 1992;165.480
Hombres;68 años;Total Nacional;1 de enero de 1991;163.458
Hombres;68 años;Total Nacional;1 de enero de 1990;158.348
Hombres;68 años;Total Nacional;1 de enero de 1989;144.233
Hombres;68 años;Total Nacional;1 de enero de 1988;124.581
Hombres;68 años;Total Nacional;1 de enero de 1987;123.351
Hombres;68 años;Total Nacional;1 de enero de 1986;118.968
Hombres;68 años;Total Nacional;1 de enero de 1985;118.676
Hombres;68 años;Total Nacional;1 de enero de 1984;122.097
Hombres;68 años;Total Nacional;1 de enero de 1983;123.439
Hombres;68 años;Total Nacional;1 de enero de 1982;123.226
Hombres;68 años;Total Nacional;1 de enero de 1981;124.949
Hombres;68 años;Total Nacional;1 de enero de 1980;121.645
Hombres;69 años;Total Nacional;1 de enero de 2020;214.029
Hombres;69 años;Total Nacional;1 de enero de 2019;221.126
Hombres;69 años;Total Nacional;1 de enero de 2018;232.572
Hombres;69 años;Total Nacional;1 de enero de 2017;213.881
Hombres;69 años;Total Nacional;1 de enero de 2016;204.603
Hombres;69 años;Total Nacional;1 de enero de 2015;215.397
Hombres;69 años;Total Nacional;1 de enero de 2014;206.580
Hombres;69 años;Total Nacional;1 de enero de 2013;204.795
Hombres;69 años;Total Nacional;1 de enero de 2012;178.614
Hombres;69 años;Total Nacional;1 de enero de 2011;165.578
Hombres;69 años;Total Nacional;1 de enero de 2010;203.289
Hombres;69 años;Total Nacional;1 de enero de 2009;135.037
Hombres;69 años;Total Nacional;1 de enero de 2008;155.131
Hombres;69 años;Total Nacional;1 de enero de 2007;174.431
Hombres;69 años;Total Nacional;1 de enero de 2006;190.216
Hombres;69 años;Total Nacional;1 de enero de 2005;187.333
Hombres;69 años;Total Nacional;1 de enero de 2004;186.648
Hombres;69 años;Total Nacional;1 de enero de 2003;193.527
Hombres;69 años;Total Nacional;1 de enero de 2002;191.931
Hombres;69 años;Total Nacional;1 de enero de 2001;184.822
Hombres;69 años;Total Nacional;1 de enero de 2000;185.984
Hombres;69 años;Total Nacional;1 de enero de 1999;177.506
Hombres;69 años;Total Nacional;1 de enero de 1998;177.581
Hombres;69 años;Total Nacional;1 de enero de 1997;168.309
Hombres;69 años;Total Nacional;1 de enero de 1996;171.797
Hombres;69 años;Total Nacional;1 de enero de 1995;164.028
Hombres;69 años;Total Nacional;1 de enero de 1994;162.837
Hombres;69 años;Total Nacional;1 de enero de 1993;161.184
Hombres;69 años;Total Nacional;1 de enero de 1992;159.024
Hombres;69 años;Total Nacional;1 de enero de 1991;154.163
Hombres;69 años;Total Nacional;1 de enero de 1990;140.294
Hombres;69 años;Total Nacional;1 de enero de 1989;121.300
Hombres;69 años;Total Nacional;1 de enero de 1988;120.026
Hombres;69 años;Total Nacional;1 de enero de 1987;115.665
Hombres;69 años;Total Nacional;1 de enero de 1986;115.262
Hombres;69 años;Total Nacional;1 de enero de 1985;118.503
Hombres;69 años;Total Nacional;1 de enero de 1984;119.771
Hombres;69 años;Total Nacional;1 de enero de 1983;119.572
Hombres;69 años;Total Nacional;1 de enero de 1982;121.051
Hombres;69 años;Total Nacional;1 de enero de 1981;118.284
Hombres;69 años;Total Nacional;1 de enero de 1980;120.018
Hombres;70 años;Total Nacional;1 de enero de 2020;218.053
Hombres;70 años;Total Nacional;1 de enero de 2019;228.883
Hombres;70 años;Total Nacional;1 de enero de 2018;210.248
Hombres;70 años;Total Nacional;1 de enero de 2017;200.939
Hombres;70 años;Total Nacional;1 de enero de 2016;211.324
Hombres;70 años;Total Nacional;1 de enero de 2015;202.922
Hombres;70 años;Total Nacional;1 de enero de 2014;200.972
Hombres;70 años;Total Nacional;1 de enero de 2013;175.399
